review,sentiment
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1682)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1682)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1683),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1683),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1684),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1684),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1685),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1685),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1686),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1686),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1687),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1687),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1688),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1688)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1689),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1689)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1690),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1690),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1691),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1691)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1692)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1692)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1693),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1693),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1694),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1694),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1695),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1695),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1696),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1696),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1697),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1697),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1698),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1698)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1699),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1699)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1700),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1700),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1701),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1701)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1702)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1702)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1703),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1703),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1704),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1704),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1705),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1705),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1706),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1706),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1707),positive
